,Unnamed: 0,date,rawContent,cleaned_content,english_relative_frequency
8170,70,2022-03-24 23:10:27+00:00,@Nizerk101 @Kklazzique @JohnTerry26 @ChelseaFC Thank Youu 💙,thank youu,0.5
8173,73,2022-03-24 23:03:57+00:00,@EmiDPinto @KTegenBooks @SaraSchon Congratulations Emi!!,congratulations emi,0.5
8188,88,2022-03-24 22:47:56+00:00,@racheltjhia Brz supercharger,brz supercharger,0.5
8223,23,2022-03-25 23:23:45+00:00,"Ride lagi (@ Dataran Bandaraya Johor Bahru in Johor Bahru, Johor) https://t.co/dMcTaO4dxc",ride lagi dataran bandaraya johor bahru in johor bahru johor,0.5
8297,97,2022-03-25 19:49:02+00:00,Vous voyez ce qu’il se passe quand on remplace Maître écorchure par Bob Marley ?,vous voyez ce quil se passe quand on remplace maître écorchure par bob marley,0.5
8301,1,2022-03-26 23:58:06+00:00,@Candelaria___ @SRE_mx Testigos del cierre de un ciclo e inicio de otro 👏🏼👏🏼,testigos del cierre de un ciclo e inicio de otro,0.5
8345,45,2022-03-26 23:19:05+00:00,"@ghopzx Heyyy morning! Earth hour sampai pagi 😅. Yes,I am here!",heyyy morning earth hour sampai pagi yesi am here,0.5555555555555556
8352,52,2022-03-26 23:15:59+00:00,Mangape ta!/🥰,mangape ta,0.5
8368,68,2022-03-26 22:55:32+00:00,Cium dahi i before tidur and cakap “I love you sayang”,cium dahi i before tidur and cakap i love you sayang,0.5454545454545454
8408,8,2022-03-27 23:57:40+00:00,@BatangMarufok So anong pinaglalaban mo?,so anong pinaglalaban mo,0.5
8414,14,2022-03-27 23:49:32+00:00,pagi pagi boleh tolong DIAM tak anak anjing sebelum kaki aku sampai pls diam,pagi pagi boleh tolong diam tak anak anjing sebelum kaki aku sampai pls diam,0.5
8418,18,2022-03-27 23:43:30+00:00,Happy birthday tatay digong! 😘 https://t.co/Xv75eAAO7A,happy birthday tatay digong,0.5
8420,20,2022-03-27 23:38:11+00:00,@nextdoorpotato_ soooooo beautiful,soooooo beautiful,0.5
8424,24,2022-03-27 23:36:23+00:00,@itssvile dreaaaam body 🔥🔥🔥,dreaaaam body,0.5
8454,54,2022-03-27 22:47:37+00:00,"Buzzer &amp; akun kaleng di twitter udah basi.

Kini linkedin.",buzzer and akun kaleng di twitter udah basi kini linkedin,0.5
8456,56,2022-03-27 22:46:07+00:00,Sobra kapa sa wala iniskwelahan. Sang asta mo. Damak nga batasan. Hahaha,sobra kapa sa wala iniskwelahan sang asta mo damak nga batasan hahaha,0.5833333333333334
8528,28,2022-03-28 23:40:47+00:00,Selamat pagi cinta hati yang tak tahu dekat mana.,selamat pagi cinta hati yang tak tahu dekat mana,0.5555555555555556
8549,49,2022-03-28 23:27:38+00:00,@ThePossessedNFT Lez go,lez go,0.5
8578,78,2022-03-28 22:57:03+00:00,I'm at Sekolah Kebangsaan Taman Suria in Johor Bahru https://t.co/jlkmmOSMg9,im at sekolah kebangsaan taman suria in johor bahru,0.5555555555555556
8589,89,2022-03-28 22:49:58+00:00,@zircon_eth Gm bro!!,gm bro,0.5
8595,95,2022-03-28 22:41:47+00:00,Di daw tama ginawa ni will smith...palangga nya lang asawa nya .d lahat ng joke nakakatawa.,di daw tama ginawa ni will smithpalangga nya lang asawa nya d lahat ng joke nakakatawa,0.5625
8612,12,2022-03-29 23:50:27+00:00,GOLU GOLUUUU SAID HIIIII OH MU LORD😭😍🥺,golu goluuuu said hiiiii oh mu lord,0.5714285714285714
8618,18,2022-03-29 23:42:02+00:00,hi ELYA https://t.co/QLftqLXWOA,hi elya,0.5
8625,25,2022-03-29 23:36:08+00:00,Taktau la branch mana. Packing tak mantap mmg bersepai brg mat https://t.co/0AbDf3K6rn,taktau la branch mana packing tak mantap mmg bersepai brg mat,0.5454545454545454
8633,33,2022-03-29 23:32:46+00:00,San banda oh baka nmn na bogbog rating’s nang nanay nyo dahil sa mga supporters nya sira ulo,san banda oh baka nmn na bogbog ratings nang nanay nyo dahil sa mga supporters nya sira ulo,0.5
8654,54,2022-03-29 23:19:40+00:00,Buena cosecha de éxitos 👌,buena cosecha de éxitos,0.5
8675,75,2022-03-29 23:03:07+00:00,@virgilAblo78 @idgafaybidc @aisoo0 @toraokun__ Ambil civil engineering la. Senang. Lecturer semua relax je. Ada yg jenis garang2 pun tak ada sampai nak maki2 student. Siap buat lawak bodoh tapi student tak gelak sebab tak tau dia serius ke melawak.,ambil civil engineering la senang lecturer semua relax je ada yg jenis garang2 pun tak ada sampai nak maki2 student siap buat lawak bodoh tapi student tak gelak sebab tak tau dia serius ke melawak,0.5757575757575758
8691,91,2022-03-29 22:50:59+00:00,Gaplan naman ko magasto nga ga save ko hahahaha kulugot,gaplan naman ko magasto nga ga save ko hahahaha kulugot,0.5
8696,96,2022-03-29 22:46:05+00:00,Barato nalang S21 hahaha potarsss ga save ko!!!,barato nalang s21 hahaha potarsss ga save ko,0.5714285714285714
8723,23,2022-03-30 23:32:44+00:00,@helmaikel @msjaegerjacquez Males hel brewokmu gembel,males hel brewokmu gembel,0.5
8732,32,2022-03-30 23:27:27+00:00,@SyahBleu33 Nak I bunuh die X....send gambo,nak i bunuh die xsend gambo,0.5
8739,39,2022-03-30 23:19:06+00:00,"Good MEWning 🥰

@MSuppasit
#MewSuppasit 
#มิวศุภศิษฏ์
#Before430 https://t.co/knurIkxRIH",good mewning,0.5
8770,70,2022-03-30 22:47:53+00:00,"selalu mama yang masak sahur, ada aku prep kan awal awal",selalu mama yang masak sahur ada aku prep kan awal awal,0.5454545454545454
8782,82,2022-03-30 22:25:01+00:00,@yusuf_dumdum Ini namanya box of the out 😂 efek abis interview di kantor polisi 🤭,ini namanya box of the out efek abis interview di kantor polisi,0.5833333333333334
8785,85,2022-03-30 22:19:08+00:00,Acaba de publicar una foto en The Metaverse Vietnam https://t.co/j6A0MqDbzs,acaba de publicar una foto en the metaverse vietnam,0.5555555555555556
8787,87,2022-03-30 22:17:27+00:00,"@ardhani83 Pedofil kali ah, laki2 dewasa nafsu ama anak SD 😂",pedofil kali ah laki2 dewasa nafsu ama anak sd,0.5
8801,1,2022-03-31 23:59:13+00:00,@itmeonlyhere @Hazrey @f4izalhassan Ya betul lah tu. Sy lah slh sorgnya🤣,ya betul lah tu sy lah slh sorgnya,0.5
8821,21,2022-03-31 23:40:49+00:00,"Always gid ginahambal nga, kahit papano mas okay nalang kesa wala.. No bro,mas okay gid kag importante gid may ara.",always gid ginahambal nga kahit papano mas okay nalang kesa wala no bromas okay gid kag importante gid may ara,0.55
8832,32,2022-03-31 23:34:19+00:00,"レッチリ遂にリリースですね。通勤で聞いております。賛否両論ありそうですがCalifornicationを更に煮詰めた感じで私は好きです

#北海道愛のTwitter会 
#レッチリ https://t.co/spb6qlUIl9",californication twitter,0.5
8895,95,2022-03-31 22:52:31+00:00,It's Fri-YAY😉😉😉 https://t.co/ALJFfZZ1gj,its friyay,0.5
8942,42,2022-04-01 23:24:05+00:00,@Fahmy_TEGAL @ismailfahmi karena Saudi belinya NU bukan MU 😂 https://t.co/OrF0hNEAxo,karena saudi belinya nu bukan mu,0.5
8954,54,2022-04-01 23:09:51+00:00,"Saya delete aja deh tweet saya yang kemarin.

Mau sharing bahwa metode hisab pun berbeda-beda (nggak banyak yang tahu ini), tapi beberapa kalimat saya (in a jest) jelas salah.

Mohon maaf lahir dan batin 🙇‍♂️🙏

Mari menyambut 1 Ramadhan di 2 &amp; 3 April.

1, 2, 3 sayang semuanya.",saya delete aja deh tweet saya yang kemarin mau sharing bahwa metode hisab pun berbedabeda nggak banyak yang tahu ini tapi beberapa kalimat saya in a jest jelas salah mohon maaf lahir dan batin mari menyambut 1 ramadhan di 2 and 3 april 1 2 3 sayang semuanya,0.5
8961,61,2022-04-01 23:05:13+00:00,Ma lala lang siguro trust issues ko.. Feeling ko traidor kayong lahat. https://t.co/G3PzL6SKy8,ma lala lang siguro trust issues ko feeling ko traidor kayong lahat,0.5833333333333334
8966,66,2022-04-01 22:56:36+00:00,Grblabe pag baba sang mga iphones sa market yesterday..😂 probably Nextyear mababa pa to.,grblabe pag baba sang mga iphones sa market yesterday probably nextyear mababa pa to,0.5714285714285714
8970,70,2022-04-01 22:55:07+00:00,@animefess_ Johan bangsaattt,johan bangsaattt,0.5
9026,26,2022-04-02 23:24:48+00:00,@nikkixph Fais 10 heures jessaie de dormir sur un banc en ciment parce que tout est fermée 😡😡😡😡,fais 10 heures jessaie de dormir sur un banc en ciment parce que tout est fermée,0.5333333333333333
9032,32,2022-04-02 23:17:04+00:00,Forest City ni banyak tempat lawa2 utk ambik gambar... sesi throwback lagi haha... @ Forest City Johor Bahru https://t.co/6tEv5xpauG,forest city ni banyak tempat lawa2 utk ambik gambar sesi throwback lagi haha forest city johor bahru,0.5
9047,47,2022-04-02 22:58:03+00:00,Happy yaaarn? https://t.co/d3uq9OFYjp,happy yaaarn,0.5
9084,84,2022-04-02 22:14:53+00:00,☪️ Ramadan Kareem 🌙 🚀 https://t.co/ppifxOsJsI,ramadan kareem,0.5
9091,91,2022-04-02 22:07:28+00:00,"☺️☺️☺️Alhamdulillah.Cukup la sahur ni soya &amp; lemon cake.
Tengah sahur kena call lagi ☺️☺️☺️Hypotension..desat..ICU life🌹 https://t.co/mQA232HdLF",alhamdulillahcukup la sahur ni soya and lemon cake tengah sahur kena call lagi hypotensiondesaticu life,0.5333333333333333
9092,92,2022-04-02 22:06:54+00:00,@Maminunungg Anak x tapi yang becek basah,anak x tapi yang becek basah,0.5
9094,94,2022-04-02 22:05:44+00:00,@Maminunungg Aku paling suka jilat,aku paling suka jilat,0.5
9097,97,2022-04-02 22:02:03+00:00,@Maminunungg Gedek tak punya aku,gedek tak punya aku,0.5
9099,99,2022-04-02 22:00:16+00:00,@Maminunungg Buka CD,buka cd,0.5
9109,9,2022-04-03 23:49:37+00:00,Aku penat sebenarnya nak bersaing dengan orang ni.,aku penat sebenarnya nak bersaing dengan orang ni,0.5
9116,16,2022-04-03 23:46:28+00:00,@WeAreMalherbe Hésite et Rires: ils jouent à quel poste ? https://t.co/nVedZ0Uotp,hésite et rires ils jouent à quel poste,0.5
9134,34,2022-04-03 23:29:57+00:00,Bagus Singapore ni. Masuk dapat Garmin free 😂🤣 https://t.co/0xrmaXHuqa,bagus singapore ni masuk dapat garmin free,0.5714285714285714
9135,35,2022-04-03 23:26:57+00:00,Decisión favorable para connacional agredida en Qatar 👇🏼🇲🇽,decisión favorable para connacional agredida en qatar,0.5714285714285714
9176,76,2022-04-03 22:45:49+00:00,Tani makasabay kami puli nila ate sheen puhon.haha though inom naman ang bonding.,tani makasabay kami puli nila ate sheen puhonhaha though inom naman ang bonding,0.5384615384615384
9177,77,2022-04-03 22:45:21+00:00,Mga 10pm nagid ko ka puli lastnight.haha nawili ko ka storya kay ante Gloria...ka sadya ni magkita kami sini sa marbel.haha,mga 10pm nagid ko ka puli lastnighthaha nawili ko ka storya kay ante gloriaka sadya ni magkita kami sini sa marbelhaha,0.5
9179,79,2022-04-03 22:43:36+00:00,Balikan ko tung pull&amp;bear 🤗,balikan ko tung pullandbear,0.5
9203,3,2022-04-04 23:57:24+00:00,@amerbaby__ Sek ae rek wkwk,sek ae rek wkwk,0.5
9206,6,2022-04-04 23:54:53+00:00,"Dah lah dia letak sambal ketuk jawa tuuuu ada paru, rendang sedap gila. Lagi sedap dari our usual nasi ambang spot kat uda.... sorry acik sangka buruk. Thank you acik masak SEDAPPPP 🥺",dah lah dia letak sambal ketuk jawa tuuuu ada paru rendang sedap gila lagi sedap dari our usual nasi ambang spot kat uda sorry acik sangka buruk thank you acik masak sedapppp,0.5
9209,9,2022-04-04 23:51:06+00:00,Smlm first time dpt rasa fried carrot cake. Sedap! Selalu terliur kat pasar mlm aunty cina jual. Smlm ada akak melayu jual terus beli 🥰,smlm first time dpt rasa fried carrot cake sedap selalu terliur kat pasar mlm aunty cina jual smlm ada akak melayu jual terus beli,0.5416666666666666
9221,21,2022-04-04 23:43:42+00:00,@cursedkidd Aku gak sahur nih,aku gak sahur nih,0.5
9233,33,2022-04-04 23:26:29+00:00,Endlich wieder im schönsten Hotel 🏨 der Welt ❤️❤️🇸🇬🇸🇬 https://t.co/pkrlIO6g4G,endlich wieder im schönsten hotel der welt,0.5714285714285714
9239,39,2022-04-04 23:21:48+00:00,"I'm at Pasar Taman Suria in Johor Bahru, Johor https://t.co/pHSpfdm8QC",im at pasar taman suria in johor bahru johor,0.5555555555555556
9249,49,2022-04-04 23:16:16+00:00,@Anwrrrrrrr @jowoshitpost Duh nasib 🥲,duh nasib,0.5
9254,54,2022-04-04 23:15:29+00:00,THWRES A SMELL ISTG,thwres a smell istg,0.5
9257,57,2022-04-04 23:14:57+00:00,"@ayasssha @jowoshitpost Info mas sing katolik kuwi mbak, mana tau bisa kenalan 😅",info mas sing katolik kuwi mbak mana tau bisa kenalan,0.5
9273,73,2022-04-04 22:59:28+00:00,"Guna 2-3 kali overheat, nanti cytro backup sekurang-kurangnya ada initiative nak kasi. 

Sama la macam telefon dari yayasan ytl tu. Hekhekhek.",guna 23 kali overheat nanti cytro backup sekurangkurangnya ada initiative nak kasi sama la macam telefon dari yayasan ytl tu hekhekhek,0.5
9306,6,2022-04-05 23:55:18+00:00,"Dengan perangai org2 SG masuk Malaysia mcm tu, aku jadi tak tenteram plak nak masuk Malaysia.",dengan perangai org2 sg masuk malaysia mcm tu aku jadi tak tenteram plak nak masuk malaysia,0.5333333333333333
9307,7,2022-04-05 23:53:18+00:00,Pasrah je kucing tu,pasrah je kucing tu,0.5
9309,9,2022-04-05 23:48:00+00:00,Kakalakad sa #Singapore gutom na gutom na pala ang bata 😂 tawang tawa siya dahil ang bilis niyang naubos yung food 🥘  #AyeshaZara @ Orchard Central https://t.co/kE0DwcFhmD,kakalakad sa gutom na gutom na pala ang bata tawang tawa siya dahil ang bilis niyang naubos yung food orchard central,0.5714285714285714
9318,18,2022-04-05 23:36:49+00:00,Katalamad aw?,katalamad aw,0.5
9343,43,2022-04-05 23:13:59+00:00,Puro si idik memories ko bah..tsk,puro si idik memories ko bahtsk,0.5
9349,49,2022-04-05 23:10:46+00:00,"😊😊😊 @ Pasir Gudang, Johor, Malaysia https://t.co/5Qd08xIazw",pasir gudang johor malaysia,0.5
9368,68,2022-04-05 22:42:15+00:00,Sa umutang at nag bayad ng matagal 😂,sa umutang at nag bayad ng matagal,0.5714285714285714
9415,15,2022-04-06 23:45:53+00:00,Shazamを使ってBachelor GirlのBuses And Trainsを発見しました。 https://t.co/hZrQ7yxmr6,shazambachelor girlbuses and trains,0.5
9433,33,2022-04-06 23:29:40+00:00,@thofuantidrop Di ig ama tt mah udh pd gkudraggg hhh ngributin apa pada ya allah poto biasa aja pd di ributin  tolong klo di sini warga twitter kaya nya aman aman saja santai 🤣😅,di ig ama tt mah udh pd gkudraggg hhh ngributin apa pada ya allah poto biasa aja pd di ributin tolong klo di sini warga twitter kaya nya aman aman saja santai,0.53125
9468,68,2022-04-06 23:07:13+00:00,C’est trop dur ça comme émission,cest trop dur ça comme émission,0.5
9471,71,2022-04-06 23:06:22+00:00,@brauliogarza13 @lozzereth @ThePlagueNFT Wen bossman?💚🐸🙏,wen bossman,0.5
9482,82,2022-04-06 22:52:38+00:00,@AswangTribe !dasal may ksamang luhod sa asin @Ylenabae 😭,dasal may ksamang luhod sa asin,0.5
9488,88,2022-04-06 22:50:01+00:00,Mdrrrrr vous faites trop genre Wizkid a pas énormément de musiques connus. Même sans être un fan de la 1ere heure y a moyen de connaître pas mal de sons qui plaisent. Vous aimez trop élitiser les choses ici,mdrrrrr vous faites trop genre wizkid a pas énormément de musiques connus même sans être un fan de la 1ere heure y a moyen de connaître pas mal de sons qui plaisent vous aimez trop élitiser les choses ici,0.5526315789473685
9493,93,2022-04-06 22:46:56+00:00,@cikk_nur3 Bila la Tak cantik? 😍🥵,bila la tak cantik,0.5
9500,0,2022-04-07 23:57:54+00:00,"Dah tua2 ni kan payahnya nak lena lepas Subuh. Aku mangkit sahur pukul 5.30, celik sampai sekarang. Badan rasa letih tapi mata takmau katop. Stress lah.",dah tua2 ni kan payahnya nak lena lepas subuh aku mangkit sahur pukul 530 celik sampai sekarang badan rasa letih tapi mata takmau katop stress lah,0.5416666666666666
9536,36,2022-04-07 23:41:16+00:00,"@ardinsyhptra @anggungdk_ @dododid_ Ak nonis loh mas din, rene sahur bareng 🤝",ak nonis loh mas din rene sahur bareng,0.5
9545,45,2022-04-07 23:34:05+00:00,@DakotaFTM You’re gorgeous,youre gorgeous,0.5
9561,61,2022-04-07 23:26:32+00:00,"Aquí pueden ver la primera terminal de GNL de Acceso Abierto con usuarios múltiples de Asia.

Puedo imaginar una cadena de suministro de gas producido en Waha, transportado por Chihuahua y Sonora, licuado en el Pacífico mexicano y convertido en electrón en Singapur. https://t.co/ZLzpjc9CAb",aquí pueden ver la primera terminal de gnl de acceso abierto con usuarios múltiples de asia puedo imaginar una cadena de suministro de gas producido en waha transportado por chihuahua y sonora licuado en el pacífico mexicano y convertido en electrón en singapur,0.5116279069767442
9616,16,2022-04-08 23:43:03+00:00,Hi you. Selamat pagi.,hi you selamat pagi,0.5
9635,35,2022-04-08 23:23:21+00:00,Terok ah morning shift.. masok ikot suke hati,terok ah morning shift masok ikot suke hati,0.5
9665,65,2022-04-08 22:32:57+00:00,"Sorry natawa ako. Mabuti pa yung @COMELEC debates walang umulit na tanong, yung news across kapag mensahe na nya, pauulit ulit yung headline. 😅 naalala ko tuloy yung isang newscaster, napabuntong hininga na lng bago sabihin na, Unity ang mensahe.",sorry natawa ako mabuti pa yung debates walang umulit na tanong yung news across kapag mensahe na nya pauulit ulit yung headline naalala ko tuloy yung isang newscaster napabuntong hininga na lng bago sabihin na unity ang mensahe,0.5263157894736842
9684,84,2022-04-08 22:18:42+00:00,Acaba de publicar una foto en The Metaverse Vietnam https://t.co/K0oCyyNQ8J,acaba de publicar una foto en the metaverse vietnam,0.5555555555555556
9685,85,2022-04-08 22:18:40+00:00,lain betul mood harini. first sebab hujan lebat awat la aku ot weekend. second sebab walkure punya concert. teringinnya nak tengok live 😢,lain betul mood harini first sebab hujan lebat awat la aku ot weekend second sebab walkure punya concert teringinnya nak tengok live,0.5
9688,88,2022-04-08 22:14:26+00:00,Yang penting pakai mask 😭👍🏿👍🏿,yang penting pakai mask,0.5
9692,92,2022-04-08 21:58:51+00:00,@andeswillyan S/k nya spill kaa..,sk nya spill kaa,0.5
9721,21,2022-04-09 23:37:02+00:00,Die Schweiz 🇨🇭 passt schon auf Ihre Geldgeber auf 👍🏻 https://t.co/PABMiBIJRC,die schweiz passt schon auf ihre geldgeber auf,0.5
9732,32,2022-04-09 23:21:16+00:00,@DocHappy95 Congratulations sa inyo! Grabe napakaganda and successful! #ipanalona10to #LeniKiko2022,congratulations sa inyo grabe napakaganda and successful,0.5714285714285714
9745,45,2022-04-09 23:12:42+00:00,@JayRnessPhoto Gm bro!✨☀️,gm bro,0.5
9752,52,2022-04-09 23:09:47+00:00,Habang andito kapa focus ka muna sa mga pangarap mo.,habang andito kapa focus ka muna sa mga pangarap mo,0.5
9758,58,2022-04-09 23:03:52+00:00,"Framed #30
🎥 🟩 ⬛ ⬛ ⬛ ⬛ ⬛

https://t.co/yDKVBBFRre
Yeeeeeah",framed yeeeeeah,0.5
9772,72,2022-04-09 22:40:07+00:00,@marvingreyphoto Gm bro!☀️,gm bro,0.5
9773,73,2022-04-09 22:39:44+00:00,@EmbunMa27420926 Lama sgt x masuk kebun sawit,lama sgt x masuk kebun sawit,0.5
9777,77,2022-04-09 22:30:54+00:00,Hahahah. Nice try leona!,hahahah nice try leona,0.5
9788,88,2022-04-09 22:07:00+00:00,"@nxjihahhxfidz Hahahahahaa 
MU juga jadi bahan bulian di negeri tetangga 😹",hahahahahaa mu juga jadi bahan bulian di negeri tetangga,0.5555555555555556
9809,9,2022-04-10 23:53:40+00:00,"#EARLTHEPUG @ Bukit Merah Estate, Singapore https://t.co/VOVzf2sFbJ",bukit merah estate singapore,0.5
